M00001,K00134
M00001,K00850
M00001,K01689
M00001,K01834
M00001,K01803
M00001,K00927
M00001,K01623
M00001,K01810
M00001,K00873
M00002,K00134
M00002,K01689
M00002,K01834
M00002,K01803
M00002,K00927
M00002,K00873
M00003,K00134
M00003,K01689
M00003,K01834
M00003,K01803
M00003,K01623
M00003,K01610
M00003,K00927
M00003,K03841
M00004,K01807
M00004,K00616
M00004,K01783
M00004,K00615
M00004,K00036
M00004,K01057
M00004,K00033
M00005,K01807
M00005,K00616
M00005,K00948
M00005,K01783
M00005,K00615
M00005,K00036
M00005,K01057
M00005,K00033
M00006,K00036
M00006,K01057
M00006,K00033
M00007,K00616
M00007,K00615
M00007,K01783
M00007,K01807
M00008,K00036
M00008,K01057
M00008,K01690
M00008,K01625
M00009,K01676
M00009,K00164
M00009,K01681
M00009,K01903
M00009,K00239
M00009,K00026
M00009,K01647
M00009,K00031
M00010,K00031
M00010,K01647
M00010,K01681
M00011,K01676
M00011,K00164
M00011,K01903
M00011,K00239
M00011,K00026
M00012,K01681
M00012,K01638
M00012,K01637
M00012,K00026
M00012,K01647
M00013,K00018
M00013,K00049
M00013,K00015
M00013,K00104
M00014,K00827
M00014,K00273
M00015,K00136
M00015,K05605
M00015,K01692
M00015,K00249
M00015,K01578
M00016,K00854
M00016,K03331
M00016,K00012
M00016,K05351
M00017,K00262
M00018,K01915
M00019,K00265
M00020,K00286
M00020,K00147
M00020,K00931
M00021,K00813
M00022,K01953
M00022,K01914
M00023,K00133
M00023,K01586
M00023,K00674
M00023,K01439
M00023,K01778
M00023,K00215
M00023,K01714
M00023,K00928
M00023,K00821
M00024,K00003
M00024,K00651
M00024,K01760
M00024,K00928
M00024,K00133
M00024,K00548
M00024,K01739
M00025,K00003
M00025,K00872
M00025,K01733
M00025,K00928
M00025,K00133
M00026,K00814
M00027,K01687
M00027,K00826
M00027,K01652
M00027,K00053
M00028,K01687
M00028,K00052
M00028,K00053
M00028,K01649
M00028,K00826
M00028,K01652
M00028,K01703
M00029,K01754
M00029,K01687
M00029,K00826
M00029,K01652
M00029,K00053
M00030,K01079
M00030,K00058
M00030,K00831
M00031,K00600
M00032,K10150
M00032,K00640
M00032,K01738
M00033,K05887
M00033,K03785
M00033,K05358
M00033,K01736
M00033,K01735
M00033,K01626
M00033,K00891
M00033,K00014
M00033,K00800
M00034,K01817
M00034,K01695
M00034,K00766
M00034,K01657
M00034,K01609
M00035,K01713
M00035,K01850
M00035,K00832
M00036,K01850
M00036,K00832
M00036,K00210
M00036,K00817
M00037,K02501
M00037,K00817
M00037,K01693
M00037,K01089
M00037,K01814
M00037,K01523
M00037,K00765
M00037,K00013
M00037,K01496
M00038,K05597
M00038,K01425
M00039,K01008
M00039,K01042
M00040,K00135
M00040,K00139
M00040,K01580
M00040,K00823
M00041,K00145
M00041,K00642
M00041,K01438
M00041,K00818
M00041,K00619
M00041,K01436
M00041,K00930
M00042,K01755
M00042,K00611
M00042,K01948
M00042,K01476
M00042,K01940
M00043,K01478
M00044,K01744
M00045,K00278
M00045,K03334
M00046,K05597
M00046,K01424
M00047,K00142
M00047,K03918
M00047,K00293
M00047,K00290
M00047,K00825
M00047,K05824
M00047,K01705
M00047,K01655
M00048,K05831
M00048,K00825
M00048,K05830
M00048,K05826
M00048,K05827
M00048,K05824
M00048,K01705
M00048,K05829
M00048,K01655
M00048,K05828
M00049,K00142
M00049,K00658
M00049,K00164
M00049,K00306
M00049,K01692
M00049,K00825
M00049,K00252
M00049,K00022
M00050,K00658
M00050,K00164
M00050,K00292
M00050,K00293
M00050,K00290
M00050,K00291
M00050,K00825
M00050,K00252
M00050,K01692
M00050,K00022
M00051,K00928
M00051,K00836
M00051,K00133
M00051,K06718
M00051,K06720
M00052,K00641
M00052,K01739
M00053,K01740
M00053,K00641
M00053,K01739
M00054,K00899
M00054,K08969
M00054,K00832
M00054,K08964
M00054,K08965
M00054,K01244
M00054,K08967
M00054,K01243
M00054,K08963
M00054,K00772
M00054,K01611
M00054,K00815
M00054,K00797
M00054,K00789
M00054,K08966
M00055,K00789
M00055,K01697
M00055,K01251
M00055,K00558
M00056,K00789
M00056,K00544
M00056,K01251
M00056,K00558
M00057,K01620
M00058,K05607
M00058,K00166
M00058,K00249
M00058,K00826
M00058,K00253
M00058,K01640
M00058,K01968
M00059,K08683
M00059,K00166
M00059,K01692
M00059,K00249
M00059,K00248
M00059,K00826
M00059,K00632
M00059,K00022
M00060,K00830
M00061,K00544
M00061,K00301
M00061,K00315
M00061,K00314
M00062,K00811
M00062,K00456
M00063,K00811
M00063,K01011
M00064,K01758
M00065,K01593
M00066,K00274
M00066,K00157
M00066,K00128
M00066,K01593
M00066,K00502
M00066,K00669
M00066,K00543
M00067,K00816
M00067,K00453
M00067,K01432
